,INJURY_BAD,HELMET_USED,age_bins,SAFE_PEDAL_ACTION,PROTECTIVE_CLOTHING,SAFE_LOCATION,WEATHER_CAT,road_surf_bins,DAYTIME,SPEED_RATING,physical_bins,hour_bins,SEX
5025,1.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,F
5027,1.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
5030,0.0,0.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5032,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5033,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5034,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5035,1.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5038,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5041,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
5043,1.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5044,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
5046,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5049,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5051,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
5052,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5054,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5056,0.0,1.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
5057,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
5059,1.0,0.0,Elderly,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5062,0.0,0.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5063,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5066,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5068,1.0,0.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,M
5069,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5071,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
5072,0.0,0.0,Adult,Neutral,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Early Morning,M
5073,0.0,0.0,Adult,Safe,1.0,0.0,Adverse Weather,Dry,1,Average Speed,Normal,Morning,M
5075,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
5076,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Impaired,Afternoon,F
5078,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Wet,1,Average Speed,Normal,Morning,M
5080,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
5081,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
5084,0.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5085,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
5088,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5092,0.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Shaken,Night,F
5094,1.0,1.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Shaken,Morning,F
5096,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5097,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5098,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5100,0.0,0.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5101,0.0,1.0,Adult,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,F
5102,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
5103,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Other,Early Morning,M
5104,0.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5106,1.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5108,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5109,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5110,0.0,1.0,Adult,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5113,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5115,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5116,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Wet,1,Average Speed,Normal,Afternoon,M
5117,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5120,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5121,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Wet,1,Average Speed,Other,Afternoon,M
5122,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5124,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Impaired,Afternoon,M
5125,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Wet,1,Average Speed,Normal,Night,M
5127,0.0,1.0,Adult,Neutral,0.0,0.0,Adverse Weather,Wet,0,Below Average Speed,Normal,Night,M
5128,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Impaired,Night,M
5131,1.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Shaken,Afternoon,M
5132,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5133,0.0,1.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,F
5134,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5136,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5137,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5138,0.0,1.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,F
5139,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
5140,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5141,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,F
5142,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5143,0.0,0.0,Elderly,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5148,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5150,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5151,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5153,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Early Morning,M
5154,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5159,0.0,1.0,Middle-aged,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5163,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5164,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5165,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5166,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5168,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5169,0.0,1.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
5172,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
5173,0.0,0.0,Elderly,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5176,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
5181,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5182,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5183,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
5186,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Impaired,Morning,M
5187,0.0,0.0,Middle-aged,Unsafe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
5188,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
5189,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,F
5190,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5193,1.0,0.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5195,0.0,1.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,F
5196,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5197,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5198,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5199,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Early Morning,M
5201,0.0,0.0,Elderly,Safe,1.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
5202,1.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5204,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Early Morning,M
5205,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
5207,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5210,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,M
5212,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5214,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5216,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5217,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,F
5219,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5220,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5221,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
5222,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5223,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5224,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
5225,0.0,0.0,Adult,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5227,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5228,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5229,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
5230,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5232,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5233,1.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
5234,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5235,0.0,1.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5236,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5239,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Dry,0,Average Speed,Normal,Night,M
5240,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5241,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5245,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
5248,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5249,0.0,0.0,Middle-aged,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5250,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5251,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Impaired,Afternoon,M
5253,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5255,0.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
5256,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5257,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5259,0.0,0.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,0,Below Average Speed,Normal,Afternoon,X
5260,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5261,0.0,1.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5263,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Morning,M
5265,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5266,0.0,0.0,Adult,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
5271,0.0,0.0,Adolescent,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5272,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5273,0.0,0.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5274,0.0,0.0,Elderly,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5275,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,M
5276,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Adverse Weather,Wet,1,Below Average Speed,Normal,Afternoon,M
5280,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5283,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
5284,0.0,1.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5286,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5287,0.0,0.0,Elderly,Unsafe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
5289,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
5290,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5291,1.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Shaken,Afternoon,M
5293,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
5297,0.0,0.0,Adult,Unsafe,1.0,0.0,Clear Weather,Wet,1,Average Speed,Normal,Afternoon,M
5298,0.0,1.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
5300,0.0,0.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,F
5303,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5304,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
5309,0.0,0.0,Middle-aged,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Afternoon,M
5310,1.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
5311,0.0,0.0,Middle-aged,Safe,1.0,0.0,Adverse Weather,Wet,1,Below Average Speed,Shaken,Morning,M
5313,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5317,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5318,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5319,0.0,1.0,Adult,Safe,0.0,1.0,Clear Weather,Wet,1,Average Speed,Normal,Morning,M
5320,1.0,1.0,Elderly,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5323,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5326,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5327,1.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5328,0.0,1.0,Adolescent,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5329,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5330,0.0,1.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5333,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,0,Below Average Speed,Normal,Night,M
5335,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
5336,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
5338,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5341,0.0,1.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,F
5342,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,F
5343,0.0,0.0,Adult,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5346,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5347,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Afternoon,M
5348,0.0,0.0,Adult,Neutral,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5349,0.0,0.0,Middle-aged,Unsafe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5350,0.0,0.0,Adolescent,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5351,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5353,0.0,0.0,Middle-aged,Neutral,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5354,0.0,1.0,Middle-aged,Safe,1.0,0.0,Clear Weather,Other,1,Below Average Speed,Normal,Morning,M
5355,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,F
5359,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Night,M
5361,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Shaken,Early Morning,M
5362,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Early Morning,M
5363,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,F
5364,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Shaken,Afternoon,M
5365,0.0,0.0,Middle-aged,Unsafe,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5366,0.0,0.0,Adult,Safe,1.0,0.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
5367,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
5369,0.0,0.0,Middle-aged,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5373,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5374,0.0,1.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5375,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Afternoon,M
5376,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Below Average Speed,Other,Afternoon,M
5378,0.0,0.0,Adult,Neutral,0.0,0.0,Clear Weather,Dry,1,Above Average Speed,Normal,Afternoon,F
5379,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Below Average Speed,Normal,Morning,M
5381,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Other,Morning,M
5387,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Below Average Speed,Normal,Morning,M
5388,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5389,0.0,0.0,Adolescent,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5390,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5392,0.0,1.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5393,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Afternoon,M
5394,0.0,0.0,Adolescent,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Night,M
5396,0.0,0.0,Adult,Unsafe,0.0,0.0,Clear Weather,Dry,0,Above Average Speed,Other,Night,M
5397,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,0,Average Speed,Normal,Night,M
5400,0.0,0.0,Adult,Safe,1.0,1.0,Clear Weather,Dry,1,Average Speed,Shaken,Afternoon,M
5401,0.0,1.0,Middle-aged,Safe,1.0,1.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,F
5404,0.0,0.0,Adolescent,Neutral,1.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5405,1.0,0.0,Elderly,Neutral,0.0,0.0,Clear Weather,Wet,0,Average Speed,Normal,Afternoon,M
5407,0.0,1.0,Adult,Unsafe,0.0,0.0,Adverse Weather,Wet,0,Above Average Speed,Normal,Night,M
5408,0.0,0.0,Adult,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5410,0.0,0.0,Adolescent,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,F
5412,0.0,1.0,Adolescent,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Morning,M
5413,0.0,0.0,Adolescent,Safe,0.0,0.0,Clear Weather,Wet,1,Below Average Speed,Normal,Afternoon,M
5416,0.0,0.0,Adult,Safe,0.0,0.0,Adverse Weather,Wet,1,Average Speed,Normal,Morning,F
5418,1.0,1.0,Elderly,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5420,0.0,0.0,Adult,Safe,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5421,0.0,1.0,Middle-aged,Safe,0.0,1.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,M
5422,0.0,0.0,Middle-aged,Neutral,0.0,0.0,Clear Weather,Dry,1,Average Speed,Normal,Afternoon,F
5423,0.0,0.0,Adolescent,Safe,1.0,0.0,Clear Weather,Dry,0,Above Average Speed,Normal,Night,M
